source_document,year,code,description,amount_type,amount_kwacha
LUANSHYA-BUDGET-2025.pdf,2025,Farmers trained in agribusiness skills 01 Number of farmers trained in agribusiness skills,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Farmers trained in agribusiness skills 01 Number of farmers trained in agribusiness skills,(0),BUDGET ESTIMATE 2027,100.0
LUANSHYA-BUDGET-2025.pdf,2025,Market days held 01 Number of Market Days held,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Market days held 01 Number of Market Days held,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Market days held 01 Number of Market Days held,(0),BUDGET ESTIMATE 2027,2.0
LUANSHYA-BUDGET-2025.pdf,2025,Farmers trained in livestock diseases 01 Number farmers trained in livestock diseases,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Farmers trained in livestock diseases 01 Number farmers trained in livestock diseases,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Farmers trained in livestock diseases 01 Number farmers trained in livestock diseases,(0),BUDGET ESTIMATE 2027,200.0
LUANSHYA-BUDGET-2025.pdf,2025,Surveillance of Diseases of Economic importance undertaken 01 Number of surveillance of Diseases of Economic importance undertaken,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Surveillance of Diseases of Economic importance undertaken 01 Number of surveillance of Diseases of Economic importance undertaken,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Surveillance of Diseases of Economic importance undertaken 01 Number of surveillance of Diseases of Economic importance undertaken,(0),BUDGET ESTIMATE 2027,12.0
LUANSHYA-BUDGET-2025.pdf,2025,Tsetse Surveys Conducted 01 Number of Tsetse Surveys Conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Tsetse Surveys Conducted 01 Number of Tsetse Surveys Conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Tsetse Surveys Conducted 01 Number of Tsetse Surveys Conducted,(0),BUDGET ESTIMATE 2027,4.0
LUANSHYA-BUDGET-2025.pdf,2025,Trypanosomiasis Surveys conducted 01 Number of Trypanosomiasis Surveys conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Trypanosomiasis Surveys conducted 01 Number of Trypanosomiasis Surveys conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Trypanosomiasis Surveys conducted 01 Number of Trypanosomiasis Surveys conducted,(0),BUDGET ESTIMATE 2027,1600.0
LUANSHYA-BUDGET-2025.pdf,2025,Climate smart livestock technologies and practices promoted 01 Number of climate smart livestock technologies and practices developed,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Climate smart livestock technologies and practices promoted 01 Number of climate smart livestock technologies and practices developed,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Climate smart livestock technologies and practices promoted 01 Number of climate smart livestock technologies and practices developed,(0),BUDGET ESTIMATE 2027,5.0
LUANSHYA-BUDGET-2025.pdf,2025,Trainings monitored 01 Number of monitoring of trainings conducted.,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Trainings monitored 01 Number of monitoring of trainings conducted.,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Trainings monitored 01 Number of monitoring of trainings conducted.,(0),BUDGET ESTIMATE 2027,12.0
LUANSHYA-BUDGET-2025.pdf,2025,Monitoring and backstopping conducted 01 Number of monitoring and backstopping visits conducted,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Monitoring and backstopping conducted 01 Number of monitoring and backstopping visits conducted,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Monitoring and backstopping conducted 01 Number of monitoring and backstopping visits conducted,(0),BUDGET ESTIMATE 2027,16.0
LUANSHYA-BUDGET-2025.pdf,2025,Quarterly reports produced 01 Number of Quarterly reports compiled,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Quarterly reports produced 01 Number of Quarterly reports compiled,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Quarterly reports produced 01 Number of Quarterly reports compiled,(0),BUDGET ESTIMATE 2027,4.0
LUANSHYA-BUDGET-2025.pdf,2025,"District, Provincial and National shows participated 01 Number of District, Provincial and National shows participated",(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,"District, Provincial and National shows participated 01 Number of District, Provincial and National shows participated",(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,"District, Provincial and National shows participated 01 Number of District, Provincial and National shows participated",(0),BUDGET ESTIMATE 2027,3.0
LUANSHYA-BUDGET-2025.pdf,2025,ECONOMIC CLASSIFICATION,2023 BUDGET,REVISED BUDGET 2026,2024.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,18 Social Protection and Community Development 079District Social welfare 080Community Development,(0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,18 Social Protection and Community Development 079District Social welfare 080Community Development,(0) (0) (0),BUDGET ESTIMATE 2027,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Programme Total,(0),BUDGET ESTIMATE 2027,-0.0
LUANSHYA-BUDGET-2025.pdf,2025,Key Output and Output Indicator,2023,BUDGET ESTIMATE 2027,2025.0
LUANSHYA-BUDGET-2025.pdf,2025,Old Peoples homes supported 01 Old people's home supported,(0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Old Peoples homes supported 01 Old people's home supported,(0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Old Peoples homes supported 01 Old people's home supported,(0),BUDGET ESTIMATE 2027,1.0
LUANSHYA-BUDGET-2025.pdf,2025,Welfare and Counselling services provided 01 Percentage of GBV survivors supported 02 Percentage of human trafficing victims supported 03 Percentage of families receiving counselling services,(0) (0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Welfare and Counselling services provided 01 Percentage of GBV survivors supported 02 Percentage of human trafficing victims supported 03 Percentage of families receiving counselling services,(0) (0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Welfare and Counselling services provided 01 Percentage of GBV survivors supported 02 Percentage of human trafficing victims supported 03 Percentage of families receiving counselling services,(0) (0) (0),BUDGET ESTIMATE 2027,100100100.0
LUANSHYA-BUDGET-2025.pdf,2025,Cash for Work Initiative Implemented 01 Number of beneficiaries for cash for work 02 Proportion of Cash for work funds disbursed,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Cash for Work Initiative Implemented 01 Number of beneficiaries for cash for work 02 Proportion of Cash for work funds disbursed,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Cash for Work Initiative Implemented 01 Number of beneficiaries for cash for work 02 Proportion of Cash for work funds disbursed,(0) (0),BUDGET ESTIMATE 2027,22344100.0
LUANSHYA-BUDGET-2025.pdf,2025,Adult Functional Literacy Promoted 01 Number of sensitization meetings on adult functional literacy conducted 02 Number of learners in functional literacy trained,(0) (0),APPROVED BUDGET 2025,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Adult Functional Literacy Promoted 01 Number of sensitization meetings on adult functional literacy conducted 02 Number of learners in functional literacy trained,(0) (0),REVISED BUDGET 2026,0.0
LUANSHYA-BUDGET-2025.pdf,2025,Adult Functional Literacy Promoted 01 Number of sensitization meetings on adult functional literacy conducted 02 Number of learners in functional literacy trained,(0) (0),BUDGET ESTIMATE 2027,4100.0
LUANSHYA-BUDGET-2025.pdf,2025,,"02Quarterly reports produced 1 Number of Quarterly reports compiled 03District, Provincial and National shows participated 1 Number of District, Provincial and National shows participated 01Incapacited housholds assisted with inkind support 1 Number of incapacitated households and individuals assisted with inkind support 2 Percentage of vulnerable students assesed and recommended for bursaries for tertiary education 3 Percentage of stranded persons provided with transit shelter 02Old Peoples homes supported 1 Old people's home supported 03Welfare and Counselling services provided 1 Percentage of GBV survivors supported 2 Percentage of human trafficing victims supported 3 Percentage of families receiving counselling services 04Cash for Work Initiative Implemented 1 Number of beneficiaries for cash for work 2 Proportion of Cash for work funds disbursed 01 Adult Functional Literacy Promoted 1 Number of sensitization meetings on adult functional literacy conducted 2 Number of learners in functional literacy trained",APPROVED BUDGET 2025,4.3501111001001003e+27
LMC-OBB_Budget-2026.pdf,2026,001,Residential,APPROVED BUDGET 2026,10890070.0
LMC-OBB_Budget-2026.pdf,2026,001,Residential,REVISED BUDGET 2027,11343574.0
LMC-OBB_Budget-2026.pdf,2026,001,Residential,BUDGET ESTIMATE 2028,12006302.0
LMC-OBB_Budget-2026.pdf,2026,002,Commercial,APPROVED BUDGET 2026,3646258.0
LMC-OBB_Budget-2026.pdf,2026,002,Commercial,REVISED BUDGET 2027,1600050.0
LMC-OBB_Budget-2026.pdf,2026,002,Commercial,BUDGET ESTIMATE 2028,1600050.0
LMC-OBB_Budget-2026.pdf,2026,003,Industrial,APPROVED BUDGET 2026,8926882.0
LMC-OBB_Budget-2026.pdf,2026,003,Industrial,REVISED BUDGET 2027,9395036.0
LMC-OBB_Budget-2026.pdf,2026,003,Industrial,BUDGET ESTIMATE 2028,9395036.0
LMC-OBB_Budget-2026.pdf,2026,005,Mining/Plant,APPROVED BUDGET 2026,50327102.0
LMC-OBB_Budget-2026.pdf,2026,005,Mining/Plant,REVISED BUDGET 2027,50327102.0
LMC-OBB_Budget-2026.pdf,2026,005,Mining/Plant,BUDGET ESTIMATE 2028,50327102.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,REVISED BUDGET 2027,72665762.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,BUDGET ESTIMATE 2028,73328490.0
LMC-OBB_Budget-2026.pdf,2026,001,Personal levy,APPROVED BUDGET 2026,216060.0
LMC-OBB_Budget-2026.pdf,2026,001,Personal levy,REVISED BUDGET 2027,226863.0
LMC-OBB_Budget-2026.pdf,2026,001,Personal levy,BUDGET ESTIMATE 2028,238206.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,REVISED BUDGET 2027,226863.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,BUDGET ESTIMATE 2028,238206.0
LMC-OBB_Budget-2026.pdf,2026,001,Consent fees,APPROVED BUDGET 2026,548700.0
LMC-OBB_Budget-2026.pdf,2026,001,Consent fees,REVISED BUDGET 2027,576135.0
LMC-OBB_Budget-2026.pdf,2026,001,Consent fees,BUDGET ESTIMATE 2028,604942.0
LMC-OBB_Budget-2026.pdf,2026,002,Survey fees,APPROVED BUDGET 2026,116800.0
LMC-OBB_Budget-2026.pdf,2026,002,Survey fees,REVISED BUDGET 2027,122640.0
LMC-OBB_Budget-2026.pdf,2026,002,Survey fees,BUDGET ESTIMATE 2028,128772.0
LMC-OBB_Budget-2026.pdf,2026,003,Building inspection-fees,APPROVED BUDGET 2026,450240.0
LMC-OBB_Budget-2026.pdf,2026,003,Building inspection-fees,REVISED BUDGET 2027,472752.0
LMC-OBB_Budget-2026.pdf,2026,003,Building inspection-fees,BUDGET ESTIMATE 2028,496389.0
LMC-OBB_Budget-2026.pdf,2026,004,Plan scrutiny fee,APPROVED BUDGET 2026,353670.0
LMC-OBB_Budget-2026.pdf,2026,004,Plan scrutiny fee,REVISED BUDGET 2027,371354.0
LMC-OBB_Budget-2026.pdf,2026,004,Plan scrutiny fee,BUDGET ESTIMATE 2028,389921.0
LMC-OBB_Budget-2026.pdf,2026,005,Change of premise use,APPROVED BUDGET 2026,50000.0
LMC-OBB_Budget-2026.pdf,2026,005,Change of premise use,REVISED BUDGET 2027,55000.0
LMC-OBB_Budget-2026.pdf,2026,005,Change of premise use,BUDGET ESTIMATE 2028,60000.0
LMC-OBB_Budget-2026.pdf,2026,007,Rentals/lease of Council’s properties,APPROVED BUDGET 2026,1213680.0
LMC-OBB_Budget-2026.pdf,2026,007,Rentals/lease of Council’s properties,REVISED BUDGET 2027,1274364.0
LMC-OBB_Budget-2026.pdf,2026,007,Rentals/lease of Council’s properties,BUDGET ESTIMATE 2028,1338082.0
LMC-OBB_Budget-2026.pdf,2026,008,Non-Land Application forms fees,APPROVED BUDGET 2026,298000.0
LMC-OBB_Budget-2026.pdf,2026,008,Non-Land Application forms fees,REVISED BUDGET 2027,297550.0
LMC-OBB_Budget-2026.pdf,2026,008,Non-Land Application forms fees,BUDGET ESTIMATE 2028,314428.0
LMC-OBB_Budget-2026.pdf,2026,009,Rentals from houses,APPROVED BUDGET 2026,66300.0
LMC-OBB_Budget-2026.pdf,2026,009,Rentals from houses,REVISED BUDGET 2027,69615.0
LMC-OBB_Budget-2026.pdf,2026,009,Rentals from houses,BUDGET ESTIMATE 2028,73095.0
LMC-OBB_Budget-2026.pdf,2026,010,Sketch plan,APPROVED BUDGET 2026,50000.0
LMC-OBB_Budget-2026.pdf,2026,010,Sketch plan,REVISED BUDGET 2027,50400.0
LMC-OBB_Budget-2026.pdf,2026,010,Sketch plan,BUDGET ESTIMATE 2028,52000.0
LMC-OBB_Budget-2026.pdf,2026,011,Search fees,APPROVED BUDGET 2026,30000.0
LMC-OBB_Budget-2026.pdf,2026,011,Search fees,REVISED BUDGET 2027,31500.0
LMC-OBB_Budget-2026.pdf,2026,011,Search fees,BUDGET ESTIMATE 2028,33075.0
LMC-OBB_Budget-2026.pdf,2026,012,Notice board advert fees,APPROVED BUDGET 2026,6000.0
LMC-OBB_Budget-2026.pdf,2026,012,Notice board advert fees,REVISED BUDGET 2027,6300.0
LMC-OBB_Budget-2026.pdf,2026,012,Notice board advert fees,BUDGET ESTIMATE 2028,6615.0
LMC-OBB_Budget-2026.pdf,2026,013,Market fees,APPROVED BUDGET 2026,537820.0
LMC-OBB_Budget-2026.pdf,2026,013,Market fees,REVISED BUDGET 2027,564711.0
LMC-OBB_Budget-2026.pdf,2026,013,Market fees,BUDGET ESTIMATE 2028,592946.0
LMC-OBB_Budget-2026.pdf,2026,014,Parking fees,APPROVED BUDGET 2026,100000.0
LMC-OBB_Budget-2026.pdf,2026,014,Parking fees,REVISED BUDGET 2027,105000.0
LMC-OBB_Budget-2026.pdf,2026,014,Parking fees,BUDGET ESTIMATE 2028,110250.0
LMC-OBB_Budget-2026.pdf,2026,016,"Loading fees (buses, trucks, trains, taxies etc.)",APPROVED BUDGET 2026,692288.0
LMC-OBB_Budget-2026.pdf,2026,016,"Loading fees (buses, trucks, trains, taxies etc.)",REVISED BUDGET 2027,726901.0
LMC-OBB_Budget-2026.pdf,2026,016,"Loading fees (buses, trucks, trains, taxies etc.)",BUDGET ESTIMATE 2028,763246.0
LMC-OBB_Budget-2026.pdf,2026,017,Affidavit fees,APPROVED BUDGET 2026,6000.0
LMC-OBB_Budget-2026.pdf,2026,017,Affidavit fees,REVISED BUDGET 2027,6300.0
LMC-OBB_Budget-2026.pdf,2026,017,Affidavit fees,BUDGET ESTIMATE 2028,6615.0
LMC-OBB_Budget-2026.pdf,2026,020,Hire of halls,APPROVED BUDGET 2026,43000.0
LMC-OBB_Budget-2026.pdf,2026,020,Hire of halls,REVISED BUDGET 2027,45150.0
LMC-OBB_Budget-2026.pdf,2026,020,Hire of halls,BUDGET ESTIMATE 2028,47408.0
LMC-OBB_Budget-2026.pdf,2026,024,Recommendations fees,APPROVED BUDGET 2026,348000.0
LMC-OBB_Budget-2026.pdf,2026,024,Recommendations fees,REVISED BUDGET 2027,365400.0
LMC-OBB_Budget-2026.pdf,2026,024,Recommendations fees,BUDGET ESTIMATE 2028,383670.0
LMC-OBB_Budget-2026.pdf,2026,030,Education fees,APPROVED BUDGET 2026,5000.0
LMC-OBB_Budget-2026.pdf,2026,030,Education fees,REVISED BUDGET 2027,5250.0
LMC-OBB_Budget-2026.pdf,2026,030,Education fees,BUDGET ESTIMATE 2028,5512.0
LMC-OBB_Budget-2026.pdf,2026,032,Hire of plant and equipment,APPROVED BUDGET 2026,354600.0
LMC-OBB_Budget-2026.pdf,2026,032,Hire of plant and equipment,REVISED BUDGET 2027,372330.0
LMC-OBB_Budget-2026.pdf,2026,032,Hire of plant and equipment,BUDGET ESTIMATE 2028,390947.0
LMC-OBB_Budget-2026.pdf,2026,033,Refuse disposal,APPROVED BUDGET 2026,360000.0
LMC-OBB_Budget-2026.pdf,2026,033,Refuse disposal,REVISED BUDGET 2027,370000.0
LMC-OBB_Budget-2026.pdf,2026,033,Refuse disposal,BUDGET ESTIMATE 2028,380000.0
LMC-OBB_Budget-2026.pdf,2026,035,Commercial & non-commercial Exhibitions,APPROVED BUDGET 2026,6000.0
LMC-OBB_Budget-2026.pdf,2026,035,Commercial & non-commercial Exhibitions,REVISED BUDGET 2027,6300.0
LMC-OBB_Budget-2026.pdf,2026,035,Commercial & non-commercial Exhibitions,BUDGET ESTIMATE 2028,6615.0
LMC-OBB_Budget-2026.pdf,2026,038,Library membership fees,APPROVED BUDGET 2026,18490.0
LMC-OBB_Budget-2026.pdf,2026,038,Library membership fees,REVISED BUDGET 2027,19414.0
LMC-OBB_Budget-2026.pdf,2026,038,Library membership fees,BUDGET ESTIMATE 2028,20385.0
LMC-OBB_Budget-2026.pdf,2026,041,Dumb site fees,APPROVED BUDGET 2026,36000.0
LMC-OBB_Budget-2026.pdf,2026,041,Dumb site fees,REVISED BUDGET 2027,37000.0
LMC-OBB_Budget-2026.pdf,2026,041,Dumb site fees,BUDGET ESTIMATE 2028,38000.0
LMC-OBB_Budget-2026.pdf,2026,045,Notice of marriage fees,APPROVED BUDGET 2026,258600.0
LMC-OBB_Budget-2026.pdf,2026,045,Notice of marriage fees,REVISED BUDGET 2027,271530.0
LMC-OBB_Budget-2026.pdf,2026,045,Notice of marriage fees,BUDGET ESTIMATE 2028,285107.0
LMC-OBB_Budget-2026.pdf,2026,046,Abattoir/meat inspection fees,APPROVED BUDGET 2026,84000.0
LMC-OBB_Budget-2026.pdf,2026,046,Abattoir/meat inspection fees,REVISED BUDGET 2027,85000.0
LMC-OBB_Budget-2026.pdf,2026,046,Abattoir/meat inspection fees,BUDGET ESTIMATE 2028,86000.0
LMC-OBB_Budget-2026.pdf,2026,047,Registration of clubs and societies,APPROVED BUDGET 2026,18000.0
LMC-OBB_Budget-2026.pdf,2026,047,Registration of clubs and societies,REVISED BUDGET 2027,18900.0
LMC-OBB_Budget-2026.pdf,2026,047,Registration of clubs and societies,BUDGET ESTIMATE 2028,19845.0
LMC-OBB_Budget-2026.pdf,2026,048,Slaughter inspections,APPROVED BUDGET 2026,14033.0
LMC-OBB_Budget-2026.pdf,2026,048,Slaughter inspections,REVISED BUDGET 2027,14735.0
LMC-OBB_Budget-2026.pdf,2026,048,Slaughter inspections,BUDGET ESTIMATE 2028,15471.0
LMC-OBB_Budget-2026.pdf,2026,055,Illegal Paring of vehicles,APPROVED BUDGET 2026,180000.0
LMC-OBB_Budget-2026.pdf,2026,055,Illegal Paring of vehicles,REVISED BUDGET 2027,189000.0
LMC-OBB_Budget-2026.pdf,2026,055,Illegal Paring of vehicles,BUDGET ESTIMATE 2028,198450.0
LMC-OBB_Budget-2026.pdf,2026,058,Carcases movement,APPROVED BUDGET 2026,8549.0
LMC-OBB_Budget-2026.pdf,2026,058,Carcases movement,REVISED BUDGET 2027,8977.0
LMC-OBB_Budget-2026.pdf,2026,058,Carcases movement,BUDGET ESTIMATE 2028,9426.0
LMC-OBB_Budget-2026.pdf,2026,063,Billboards and banners,APPROVED BUDGET 2026,82500.0
LMC-OBB_Budget-2026.pdf,2026,063,Billboards and banners,REVISED BUDGET 2027,86625.0
LMC-OBB_Budget-2026.pdf,2026,063,Billboards and banners,BUDGET ESTIMATE 2028,90956.0
LMC-OBB_Budget-2026.pdf,2026,065,Council Minutes Extracts,APPROVED BUDGET 2026,36000.0
LMC-OBB_Budget-2026.pdf,2026,065,Council Minutes Extracts,REVISED BUDGET 2027,37800.0
LMC-OBB_Budget-2026.pdf,2026,065,Council Minutes Extracts,BUDGET ESTIMATE 2028,39690.0
LMC-OBB_Budget-2026.pdf,2026,066,Penalties,APPROVED BUDGET 2026,72000.0
LMC-OBB_Budget-2026.pdf,2026,066,Penalties,REVISED BUDGET 2027,75600.0
LMC-OBB_Budget-2026.pdf,2026,066,Penalties,BUDGET ESTIMATE 2028,79380.0
LMC-OBB_Budget-2026.pdf,2026,067,Ablution Fee,APPROVED BUDGET 2026,48000.0
LMC-OBB_Budget-2026.pdf,2026,067,Ablution Fee,REVISED BUDGET 2027,50400.0
LMC-OBB_Budget-2026.pdf,2026,067,Ablution Fee,BUDGET ESTIMATE 2028,52920.0
LMC-OBB_Budget-2026.pdf,2026,082,Telecommunication site rentals,APPROVED BUDGET 2026,98111.0
LMC-OBB_Budget-2026.pdf,2026,082,Telecommunication site rentals,REVISED BUDGET 2027,103017.0
LMC-OBB_Budget-2026.pdf,2026,082,Telecommunication site rentals,BUDGET ESTIMATE 2028,108167.0
LMC-OBB_Budget-2026.pdf,2026,084,Consultation Clinic fees,APPROVED BUDGET 2026,1000.0
LMC-OBB_Budget-2026.pdf,2026,084,Consultation Clinic fees,REVISED BUDGET 2027,1050.0
LMC-OBB_Budget-2026.pdf,2026,084,Consultation Clinic fees,BUDGET ESTIMATE 2028,1102.0
LMC-OBB_Budget-2026.pdf,2026,088,Farm call visits,APPROVED BUDGET 2026,1250.0
LMC-OBB_Budget-2026.pdf,2026,088,Farm call visits,REVISED BUDGET 2027,1313.0
LMC-OBB_Budget-2026.pdf,2026,088,Farm call visits,BUDGET ESTIMATE 2028,1378.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,REVISED BUDGET 2027,6895311.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,BUDGET ESTIMATE 2028,7230803.0
LMC-OBB_Budget-2026.pdf,2026,001,Occupancy licence,APPROVED BUDGET 2026,69000.0
LMC-OBB_Budget-2026.pdf,2026,001,Occupancy licence,REVISED BUDGET 2027,72450.0
LMC-OBB_Budget-2026.pdf,2026,001,Occupancy licence,BUDGET ESTIMATE 2028,76073.0
LMC-OBB_Budget-2026.pdf,2026,002,Liquor licence,APPROVED BUDGET 2026,48000.0
LMC-OBB_Budget-2026.pdf,2026,002,Liquor licence,REVISED BUDGET 2027,50400.0
LMC-OBB_Budget-2026.pdf,2026,002,Liquor licence,BUDGET ESTIMATE 2028,52920.0
LMC-OBB_Budget-2026.pdf,2026,003,Firearm and ammunition licence,APPROVED BUDGET 2026,48000.0
LMC-OBB_Budget-2026.pdf,2026,003,Firearm and ammunition licence,REVISED BUDGET 2027,50400.0
LMC-OBB_Budget-2026.pdf,2026,003,Firearm and ammunition licence,BUDGET ESTIMATE 2028,52920.0
LMC-OBB_Budget-2026.pdf,2026,004,Petroleum Storage licence,APPROVED BUDGET 2026,510000.0
LMC-OBB_Budget-2026.pdf,2026,004,Petroleum Storage licence,REVISED BUDGET 2027,510000.0
LMC-OBB_Budget-2026.pdf,2026,004,Petroleum Storage licence,BUDGET ESTIMATE 2028,510000.0
LMC-OBB_Budget-2026.pdf,2026,005,Dog licence,APPROVED BUDGET 2026,25000.0
LMC-OBB_Budget-2026.pdf,2026,005,Dog licence,REVISED BUDGET 2027,26250.0
LMC-OBB_Budget-2026.pdf,2026,005,Dog licence,BUDGET ESTIMATE 2028,27563.0
LMC-OBB_Budget-2026.pdf,2026,007,Fish Licences/origin of fish,APPROVED BUDGET 2026,210.0
LMC-OBB_Budget-2026.pdf,2026,007,Fish Licences/origin of fish,REVISED BUDGET 2027,220.0
LMC-OBB_Budget-2026.pdf,2026,007,Fish Licences/origin of fish,BUDGET ESTIMATE 2028,231.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,REVISED BUDGET 2027,709720.0
LMC-OBB_Budget-2026.pdf,2026,,SubItem Total,BUDGET ESTIMATE 2028,719706.0
LMC-OBB_Budget-2026.pdf,2026,001,Livestock Movement levy,APPROVED BUDGET 2026,49000.0
LMC-OBB_Budget-2026.pdf,2026,001,Livestock Movement levy,REVISED BUDGET 2027,51450.0
LMC-OBB_Budget-2026.pdf,2026,001,Livestock Movement levy,BUDGET ESTIMATE 2028,54022.0
LMC-OBB_Budget-2026.pdf,2026,002,Birds levy,APPROVED BUDGET 2026,85000.0
LMC-OBB_Budget-2026.pdf,2026,002,Birds levy,REVISED BUDGET 2027,89250.0
LMC-OBB_Budget-2026.pdf,2026,002,Birds levy,BUDGET ESTIMATE 2028,93713.0
LMC-OBB_Budget-2026.pdf,2026,004,Pole levy,APPROVED BUDGET 2026,20137.0
LMC-OBB_Budget-2026.pdf,2026,004,Pole levy,REVISED BUDGET 2027,21144.0
LMC-OBB_Budget-2026.pdf,2026,004,Pole levy,BUDGET ESTIMATE 2028,22201.0
LMC-OBB_Budget-2026.pdf,2026,006,Sand levy,APPROVED BUDGET 2026,50000.0
LMC-OBB_Budget-2026.pdf,2026,006,Sand levy,REVISED BUDGET 2027,52500.0
LMC-OBB_Budget-2026.pdf,2026,006,Sand levy,BUDGET ESTIMATE 2028,55125.0
LMC-OBB_Budget-2026.pdf,2026,008,Quarry levy,APPROVED BUDGET 2026,149400.0
LMC-OBB_Budget-2026.pdf,2026,008,Quarry levy,REVISED BUDGET 2027,156870.0
LMC-OBB_Budget-2026.pdf,2026,008,Quarry levy,BUDGET ESTIMATE 2028,164714.0
LMC-OBB_Budget-2026.pdf,2026,010,Timber Levy,APPROVED BUDGET 2026,10000.0
LMC-OBB_Budget-2026.pdf,2026,010,Timber Levy,REVISED BUDGET 2027,10500.0
LMC-OBB_Budget-2026.pdf,2026,010,Timber Levy,BUDGET ESTIMATE 2028,11025.0
LMC-OBB_Budget-2026.pdf,2026,011,Telecommunication Mast,APPROVED BUDGET 2026,189000.0
LMC-OBB_Budget-2026.pdf,2026,011,Telecommunication Mast,REVISED BUDGET 2027,198450.0
LMC-OBB_Budget-2026.pdf,2026,011,Telecommunication Mast,BUDGET ESTIMATE 2028,208372.0
LMC-OBB_Budget-2026.pdf,2026,017,Trading (Wholesale) Business Levy,APPROVED BUDGET 2026,113356.0
LMC-OBB_Budget-2026.pdf,2026,017,Trading (Wholesale) Business Levy,REVISED BUDGET 2027,119024.0
LMC-OBB_Budget-2026.pdf,2026,017,Trading (Wholesale) Business Levy,BUDGET ESTIMATE 2028,124974.0
LMC-OBB_Budget-2026.pdf,2026,018,Trading (Retail) Consumable groceries business,APPROVED BUDGET 2026,577720.0
LMC-OBB_Budget-2026.pdf,2026,018,Trading (Retail) Consumable groceries business,REVISED BUDGET 2027,606606.0
LMC-OBB_Budget-2026.pdf,2026,018,Trading (Retail) Consumable groceries business,BUDGET ESTIMATE 2028,636936.0
LMC-OBB_Budget-2026.pdf,2026,019,Retail Merchants non-consumable business,APPROVED BUDGET 2026,1031472.0
LMC-OBB_Budget-2026.pdf,2026,019,Retail Merchants non-consumable business,REVISED BUDGET 2027,1083046.0
LMC-OBB_Budget-2026.pdf,2026,019,Retail Merchants non-consumable business,BUDGET ESTIMATE 2028,1137198.0
LMC-OBB_Budget-2026.pdf,2026,020,Trading (Retail) chain stores and supermarkets,APPROVED BUDGET 2026,66672.0
